model_name	feature	coef_standardized
elasticnet_logistic_cv	age	0.7100093501292268
elasticnet_logistic_cv	sex	0.06662884824417663
elasticnet_logistic_cv	arrems	0.3024872343568521
elasticnet_logistic_cv	immedr	-0.3968093993238485
elasticnet_logistic_cv	temp_f	0.05188455466264737
elasticnet_logistic_cv	pulse	0.22724710234379383
elasticnet_logistic_cv	resp	0.00463246815477719
elasticnet_logistic_cv	sbp	-0.06498075270097228
elasticnet_logistic_cv	dbp	-0.011552581519985956
elasticnet_logistic_cv	spo2	-0.06925272203280121
elasticnet_logistic_cv	pain	0.1589416009203021
elasticnet_logistic_cv	month	0.0029553983760786987
elasticnet_logistic_cv	day_of_week	0.020247278050382164
elasticnet_logistic_cv	arr_hour_sin	-0.12209845597249308
elasticnet_logistic_cv	arr_hour_cos	-0.01890864408773165
