dataset_id	n	n_events	event_rate	age_mean	age_sd	male_rate	ems_rate
MIMIC_IV_ED	545	216	0.3963302752293578	47.576146788990826	21.036605434663347	0.3321100917431193	0.28073394495412846
NHAMCS_ED	48	8	0.16666666666666666	45.458333333333336	20.225282612057335	0.3333333333333333	0.1276595744680851
