dataset_id	split_or_cohort	model_name	auc	brier	calibration_slope	calibration_intercept	n	n_events	n_bootstrap	seed	auc_ci_low	auc_ci_high	brier_ci_low	brier_ci_high	calibration_slope_ci_low	calibration_slope_ci_high	calibration_intercept_ci_low	calibration_intercept_ci_high
MIMIC_IV_ED	internal_oof_cv	elasticnet_logistic_cv	0.7520712452893878	0.1946033245788317	1.0000446748045386	-4.3945604844515714e-05	19913	7875	200	7	0.7466105744997487	0.7591046840014369	0.1917861046447531	0.1968726079051282	0.971447724483328	1.0376257151548949	-0.0340281057868339	0.0314679941715308
NHAMCS_ED_2019	external_validation	elasticnet_logistic_cv	0.7765731830843252	0.1327992059989987	1.107818815442012	-1.4982349074361334	806	88	200	7	0.7200193219126102	0.8299423015526006	0.1223954317835958	0.143169222894377	0.8266134266279795	1.4052358203675568	-1.7531456855423733	-1.276368539345426
