phenotype	run_id	dataset_id	split_or_cohort	model_name	auc	brier	calibration_slope	calibration_intercept	n	n_events	n_bootstrap	seed	auc_ci_low	auc_ci_high	brier_ci_low	brier_ci_high	calibration_slope_ci_low	calibration_slope_ci_high	calibration_intercept_ci_low	calibration_intercept_ci_high	event_rate
primary	pooled_2016_2022	NHAMCS_ED_2016_2022	external_validation	elasticnet_logistic_cv	0.7594198246940265	0.1416531980596493	1.0948769238211364	-1.4981382166534207	5071	570	200	7	0.7352920547193338	0.7883330956565264	0.136406052487006	0.1460893304479008	0.9656535391318808	1.232963353167721	-1.6327890346404756	-1.3814518949348855	0.11240386511536186
