phenotype	run_id	dataset_id	split_or_cohort	model_name	auc	brier	calibration_slope	calibration_intercept	n	n_events	n_bootstrap	seed	auc_ci_low	auc_ci_high	brier_ci_low	brier_ci_high	calibration_slope_ci_low	calibration_slope_ci_high	calibration_intercept_ci_low	calibration_intercept_ci_high	event_rate
primary	pooled_2016_2022	NHAMCS_ED_2016_2022	external_validation	elasticnet_logistic_cv	0.7637335952634307	0.1389575094166371	1.0846365324824716	-1.487293839011714	5071	570	200	7	0.7432082032736853	0.7865900074590438	0.134749976979074	0.1430495395630927	0.9919831720859694	1.1888476635439216	-1.5869147027962889	-1.3920932728217583	0.11240386511536186
